5120 5120
482 482 578.0
483 483 693.0
484 484 460.0
485 485 15.0
486 486 234.0
487 487 578.0
488 488 691.0
489 489 987.0
490 490 994.0
491 491 718.0
492 492 339.0
493 493 17.0
494 494 342.0
495 495 245.0
496 496 234.0
497 497 505.0
498 498 865.0
499 499 305.0
500 500 759.0
501 501 339.0
502 502 390.0
503 503 128.0
504 504 929.0
505 505 115.0
506 506 557.0
507 507 91.0
508 508 329.0
509 509 625.0
510 510 986.0
511 511 753.0
512 512 915.0
513 513 916.0
514 514 446.0
515 515 728.0
516 516 931.0
517 517 32.0
518 518 658.0
519 519 975.0
520 520 19.0
521 521 4.0
522 522 45.0
523 523 711.0
524 524 374.0
525 525 387.0
526 526 308.0
527 527 608.0
528 528 892.0
529 529 174.0
530 530 914.0
531 531 3.0
532 532 865.0
533 533 656.0
534 534 132.0
535 535 794.0
536 536 772.0
537 537 41.0
538 538 238.0
539 539 101.0
540 540 667.0
541 541 576.0
542 542 206.0
543 543 934.0
544 544 492.0
545 545 4.0
546 546 14.0
547 547 776.0
548 548 37.0
549 549 672.0
550 550 751.0
551 551 408.0
552 552 677.0
553 553 148.0
554 554 119.0
555 555 51.0
556 556 536.0
557 557 428.0
558 558 659.0
559 559 780.0
560 560 954.0
561 561 925.0
562 562 784.0
563 563 819.0
564 564 582.0
565 565 268.0
566 566 965.0
567 567 354.0
568 568 309.0
569 569 555.0
570 570 807.0
571 571 328.0
572 572 131.0
573 573 13.0
574 574 263.0
575 575 624.0
576 576 17.0
577 577 629.0
578 578 752.0
579 579 54.0
580 580 302.0
581 581 855.0
582 582 815.0
583 583 331.0
584 584 3.0
585 585 934.0
586 586 734.0
587 587 891.0
588 588 714.0
589 589 393.0
590 590 24.0
591 591 20.0
592 592 671.0
593 593 808.0
594 594 839.0
595 595 253.0
596 596 428.0
597 597 157.0
598 598 959.0
599 599 89.0
600 600 712.0
601 601 766.0
602 602 418.0
603 603 196.0
604 604 779.0
605 605 33.0
606 606 820.0
607 607 148.0
608 608 662.0
609 609 924.0
610 610 555.0
611 611 316.0
612 612 779.0
613 613 370.0
614 614 647.0
615 615 782.0
616 616 656.0
617 617 381.0
618 618 674.0
619 619 723.0
620 620 127.0
621 621 698.0
622 622 743.0
623 623 150.0
624 624 858.0
625 625 935.0
626 626 403.0
627 627 638.0
628 628 92.0
629 629 362.0
630 630 727.0
631 631 156.0
632 632 480.0
633 633 497.0
634 634 352.0
635 635 611.0
636 636 882.0
637 637 524.0
638 638 759.0
639 639 545.0
640 640 448.0
641 641 666.0
642 642 213.0
643 643 227.0
644 644 36.0
645 645 213.0
646 646 362.0
647 647 45.0
648 648 594.0
649 649 36.0
650 650 768.0
651 651 73.0
652 652 86.0
653 653 511.0
654 654 223.0
655 655 296.0
656 656 446.0
657 657 978.0
658 658 934.0
659 659 890.0
660 660 692.0
661 661 661.0
662 662 47.0
663 663 172.0
664 664 511.0
665 665 751.0
666 666 135.0
667 667 393.0
668 668 276.0
669 669 247.0
670 670 938.0
671 671 76.0
672 672 913.0
673 673 504.0
674 674 656.0
675 675 302.0
676 676 717.0
677 677 18.0
678 678 347.0
679 679 663.0
680 680 406.0
681 681 115.0
682 682 89.0
683 683 492.0
684 684 626.0
685 685 312.0
686 686 140.0
687 687 425.0
688 688 643.0
689 689 74.0
690 690 315.0
691 691 687.0
692 692 87.0
693 693 714.0
694 694 860.0
695 695 598.0
696 696 466.0
697 697 347.0
698 698 992.0
699 699 94.0
700 700 594.0
701 701 282.0
702 702 522.0
703 703 508.0
704 704 786.0
705 705 178.0
706 706 810.0
707 707 503.0
708 708 548.0
709 709 157.0
710 710 519.0
711 711 954.0
712 712 624.0
713 713 608.0
714 714 798.0
715 715 250.0
716 716 272.0
717 717 938.0
718 718 675.0
719 719 915.0
720 720 12.0
721 721 343.0
722 722 603.0
723 723 452.0
724 724 409.0
725 725 815.0
726 726 50.0
727 727 875.0
728 728 162.0
729 729 42.0
730 730 321.0
731 731 109.0
732 732 325.0
733 733 196.0
734 734 617.0
735 735 463.0
736 736 726.0
737 737 779.0
738 738 319.0
739 739 275.0
740 740 288.0
741 741 838.0
742 742 229.0
743 743 912.0
744 744 446.0
745 745 380.0
746 746 514.0
747 747 718.0
748 748 318.0
749 749 190.0
750 750 986.0
751 751 683.0
752 752 885.0
753 753 941.0
754 754 135.0
755 755 294.0
756 756 756.0
757 757 185.0
758 758 522.0
759 759 270.0
760 760 580.0
761 761 195.0
762 762 379.0
763 763 257.0
764 764 391.0
765 765 348.0
766 766 720.0
767 767 118.0
768 768 479.0
769 769 391.0
770 770 393.0
771 771 767.0
772 772 229.0
773 773 974.0
774 774 679.0
775 775 675.0
776 776 354.0
777 777 546.0
778 778 746.0
779 779 25.0
780 780 736.0
781 781 732.0
782 782 708.0
783 783 973.0
784 784 673.0
785 785 843.0
786 786 267.0
787 787 781.0
788 788 380.0
789 789 141.0
790 790 403.0
791 791 312.0
792 792 337.0
793 793 783.0
794 794 569.0
795 795 80.0
796 796 483.0
797 797 642.0
798 798 198.0
799 799 963.0
800 800 33.0
801 801 943.0
802 802 730.0
803 803 615.0
804 804 270.0
805 805 762.0
806 806 642.0
807 807 976.0
808 808 308.0
809 809 388.0
810 810 1.0
811 811 396.0
812 812 472.0
813 813 709.0
814 814 721.0
815 815 497.0
816 816 904.0
817 817 340.0
818 818 630.0
819 819 637.0
820 820 482.0
821 821 34.0
822 822 949.0
823 823 171.0
824 824 169.0
825 825 871.0
826 826 251.0
827 827 652.0
828 828 865.0
829 829 802.0
830 830 967.0
831 831 250.0
832 832 97.0
833 833 698.0
834 834 865.0
835 835 367.0
836 836 812.0
837 837 860.0
838 838 344.0
839 839 472.0
840 840 248.0
841 841 345.0
842 842 220.0
843 843 73.0
844 844 407.0
845 845 941.0
846 846 570.0
847 847 663.0
848 848 281.0
849 849 553.0
850 850 300.0
851 851 763.0
852 852 587.0
853 853 602.0
854 854 934.0
855 855 108.0
856 856 825.0
857 857 186.0
858 858 112.0
859 859 690.0
860 860 988.0
861 861 80.0
862 862 292.0
863 863 437.0
864 864 130.0
865 865 510.0
866 866 805.0
867 867 942.0
868 868 370.0
869 869 501.0
870 870 766.0
871 871 618.0
872 872 198.0
873 873 986.0
874 874 43.0
875 875 605.0
876 876 927.0
877 877 966.0
878 878 621.0
879 879 208.0
880 880 519.0
881 881 273.0
882 882 972.0
883 883 458.0
884 884 227.0
885 885 258.0
886 886 566.0
887 887 52.0
888 888 796.0
889 889 678.0
890 890 94.0
891 891 136.0
892 892 758.0
893 893 387.0
894 894 574.0
895 895 888.0
896 896 897.0
897 897 379.0
898 898 182.0
899 899 619.0
900 900 232.0
901 901 948.0
902 902 589.0
903 903 430.0
904 904 934.0
905 905 633.0
906 906 388.0
907 907 213.0
908 908 599.0
909 909 9.0
910 910 422.0
911 911 470.0
912 912 634.0
913 913 746.0
914 914 928.0
915 915 862.0
916 916 4.0
917 917 846.0
918 918 914.0
919 919 153.0
920 920 524.0
921 921 9.0
922 922 289.0
923 923 635.0
924 924 748.0
925 925 863.0
926 926 875.0
927 927 997.0
928 928 594.0
929 929 58.0
930 930 616.0
931 931 826.0
932 932 358.0
933 933 205.0
934 934 609.0
935 935 645.0
936 936 190.0
937 937 997.0
938 938 858.0
939 939 789.0
940 940 358.0
941 941 280.0
942 942 259.0
943 943 992.0
944 944 26.0
945 945 539.0
946 946 854.0
947 947 383.0
948 948 385.0
949 949 769.0
950 950 536.0
951 951 262.0
952 952 130.0
953 953 177.0
954 954 897.0
955 955 230.0
956 956 393.0
957 957 772.0
958 958 227.0
959 959 987.0
960 960 182.0
961 961 195.0
962 962 166.0
963 963 541.0
964 964 400.0
965 965 775.0
966 966 186.0
967 967 591.0
968 968 772.0
969 969 396.0
970 970 732.0
971 971 130.0
972 972 677.0
973 973 344.0
974 974 122.0
975 975 55.0
976 976 235.0
977 977 329.0
978 978 790.0
979 979 621.0
980 980 98.0
981 981 678.0
982 982 883.0
983 983 580.0
984 984 856.0
985 985 132.0
986 986 810.0
987 987 249.0
988 988 904.0
989 989 37.0
990 990 588.0
991 991 439.0
992 992 232.0
993 993 754.0
994 994 980.0
995 995 984.0
996 996 881.0
997 997 518.0
998 998 927.0
999 999 653.0
1000 1000 157.0
1001 1001 167.0
1002 1002 96.0
1003 1003 828.0
1004 1004 266.0
1005 1005 763.0
1006 1006 588.0
1007 1007 879.0
1008 1008 803.0
1009 1009 924.0
1010 1010 311.0
1011 1011 99.0
1012 1012 835.0
1013 1013 203.0
1014 1014 812.0
1015 1015 890.0
1016 1016 253.0
1017 1017 227.0
1018 1018 98.0
1019 1019 91.0
1020 1020 260.0
1021 1021 166.0
1022 1022 542.0
1023 1023 506.0
1024 1024 235.0
1025 1025 45.0
1026 1026 730.0
1027 1027 993.0
1028 1028 104.0
1029 1029 220.0
1030 1030 124.0
1031 1031 613.0
1032 1032 388.0
1033 1033 221.0
1034 1034 441.0
1035 1035 6.0
1036 1036 336.0
1037 1037 29.0
1038 1038 885.0
1039 1039 492.0
1040 1040 306.0
1041 1041 548.0
1042 1042 591.0
1043 1043 141.0
1044 1044 104.0
1045 1045 755.0
1046 1046 32.0
1047 1047 709.0
1048 1048 334.0
1049 1049 482.0
1050 1050 153.0
1051 1051 946.0
1052 1052 648.0
1053 1053 695.0
1054 1054 452.0
1055 1055 884.0
1056 1056 92.0
1057 1057 534.0
1058 1058 877.0
1059 1059 548.0
1060 1060 754.0
1061 1061 1.0
1062 1062 161.0
1063 1063 494.0
1064 1064 574.0
1065 1065 603.0
1066 1066 853.0
1067 1067 911.0
1068 1068 984.0
1069 1069 90.0
1070 1070 755.0
1071 1071 290.0
1072 1072 639.0
1073 1073 346.0
1074 1074 784.0
1075 1075 743.0
1076 1076 453.0
1077 1077 168.0
1078 1078 452.0
1079 1079 787.0
1080 1080 650.0
1081 1081 605.0
1082 1082 733.0
1083 1083 298.0
1084 1084 653.0
1085 1085 537.0
1086 1086 534.0
1087 1087 97.0
1088 1088 71.0
1089 1089 411.0
1090 1090 646.0
1091 1091 177.0
1092 1092 765.0
1093 1093 159.0
1094 1094 24.0
1095 1095 691.0
1096 1096 762.0
1097 1097 877.0
1098 1098 602.0
1099 1099 99.0
1100 1100 967.0
1101 1101 709.0
1102 1102 741.0
1103 1103 606.0
1104 1104 407.0
1105 1105 525.0
1106 1106 701.0
1107 1107 860.0
1108 1108 693.0
1109 1109 506.0
1110 1110 999.0
1111 1111 343.0
1112 1112 463.0
1113 1113 84.0
1114 1114 994.0
1115 1115 116.0
1116 1116 621.0
1117 1117 528.0
1118 1118 214.0
1119 1119 692.0
1120 1120 292.0
1121 1121 212.0
1122 1122 870.0
1123 1123 57.0
1124 1124 371.0
1125 1125 894.0
1126 1126 748.0
1127 1127 486.0
1128 1128 123.0
1129 1129 703.0
1130 1130 585.0
1131 1131 90.0
1132 1132 764.0
1133 1133 326.0
1134 1134 49.0
1135 1135 172.0
1136 1136 204.0
1137 1137 102.0
1138 1138 384.0
1139 1139 897.0
1140 1140 608.0
1141 1141 384.0
1142 1142 593.0
1143 1143 72.0
1144 1144 468.0
1145 1145 587.0
1146 1146 540.0
1147 1147 90.0
1148 1148 467.0
1149 1149 754.0
1150 1150 134.0
1151 1151 759.0
1152 1152 318.0
1153 1153 356.0
1154 1154 168.0
1155 1155 690.0
1156 1156 602.0
1157 1157 269.0
1158 1158 176.0
1159 1159 725.0
1160 1160 972.0
1161 1161 113.0
1162 1162 816.0
1163 1163 736.0
1164 1164 791.0
1165 1165 217.0
1166 1166 260.0
1167 1167 995.0
1168 1168 319.0
1169 1169 645.0
1170 1170 245.0
1171 1171 928.0
1172 1172 381.0
1173 1173 190.0
1174 1174 352.0
1175 1175 849.0
1176 1176 129.0
1177 1177 892.0
1178 1178 291.0
1179 1179 596.0
1180 1180 647.0
1181 1181 778.0
1182 1182 708.0
1183 1183 965.0
1184 1184 134.0
1185 1185 876.0
1186 1186 7.0
1187 1187 737.0
1188 1188 145.0
1189 1189 535.0
1190 1190 462.0
1191 1191 469.0
1192 1192 0.0
1193 1193 630.0
1194 1194 558.0
1195 1195 792.0
1196 1196 847.0
1197 1197 818.0
1198 1198 139.0
1199 1199 167.0
1200 1200 815.0
1201 1201 736.0
1202 1202 447.0
1203 1203 196.0
1204 1204 926.0
1205 1205 799.0
1206 1206 398.0
1207 1207 55.0
1208 1208 691.0
1209 1209 689.0
1210 1210 4.0
1211 1211 690.0
1212 1212 819.0
1213 1213 712.0
1214 1214 8.0
1215 1215 306.0
1216 1216 940.0
1217 1217 15.0
1218 1218 43.0
1219 1219 438.0
1220 1220 903.0
1221 1221 857.0
1222 1222 907.0
1223 1223 903.0
1224 1224 840.0
1225 1225 817.0
1226 1226 47.0
1227 1227 39.0
1228 1228 636.0
1229 1229 539.0
1230 1230 206.0
1231 1231 451.0
1232 1232 275.0
1233 1233 5.0
1234 1234 0.0
1235 1235 554.0
1236 1236 804.0
1237 1237 398.0
1238 1238 961.0
1239 1239 848.0
1240 1240 439.0
1241 1241 965.0
1242 1242 538.0
1243 1243 259.0
1244 1244 677.0
1245 1245 898.0
1246 1246 565.0
1247 1247 970.0
1248 1248 266.0
1249 1249 960.0
1250 1250 408.0
1251 1251 169.0
1252 1252 169.0
1253 1253 315.0
1254 1254 424.0
1255 1255 9.0
1256 1256 133.0
1257 1257 472.0
1258 1258 49.0
1259 1259 121.0
1260 1260 363.0
1261 1261 607.0
1262 1262 924.0
1263 1263 990.0
1264 1264 613.0
1265 1265 924.0
1266 1266 544.0
1267 1267 769.0
1268 1268 322.0
1269 1269 506.0
1270 1270 969.0
1271 1271 114.0
1272 1272 471.0
1273 1273 860.0
1274 1274 373.0
1275 1275 501.0
1276 1276 758.0
1277 1277 290.0
1278 1278 823.0
1279 1279 24.0
1280 1280 250.0
1281 1281 231.0
1282 1282 545.0
1283 1283 419.0
1284 1284 898.0
1285 1285 970.0
1286 1286 781.0
1287 1287 31.0
1288 1288 794.0
1289 1289 830.0
1290 1290 504.0
1291 1291 157.0
1292 1292 437.0
1293 1293 781.0
1294 1294 147.0
1295 1295 402.0
1296 1296 705.0
1297 1297 692.0
1298 1298 524.0
1299 1299 380.0
1300 1300 550.0
1301 1301 493.0
1302 1302 846.0
1303 1303 373.0
1304 1304 353.0
1305 1305 219.0
1306 1306 226.0
1307 1307 112.0
1308 1308 861.0
1309 1309 49.0
1310 1310 136.0
1311 1311 111.0
1312 1312 280.0
1313 1313 34.0
1314 1314 882.0
1315 1315 179.0
1316 1316 4.0
1317 1317 663.0
1318 1318 562.0
1319 1319 798.0
1320 1320 845.0
1321 1321 419.0
1322 1322 955.0
1323 1323 283.0
1324 1324 200.0
1325 1325 102.0
1326 1326 37.0
1327 1327 257.0
1328 1328 146.0
1329 1329 561.0
1330 1330 989.0
1331 1331 696.0
1332 1332 55.0
1333 1333 835.0
1334 1334 422.0
1335 1335 408.0
1336 1336 54.0
1337 1337 648.0
1338 1338 872.0
1339 1339 267.0
1340 1340 698.0
1341 1341 361.0
1342 1342 730.0
1343 1343 978.0
1344 1344 395.0
1345 1345 613.0
1346 1346 509.0
1347 1347 399.0
1348 1348 628.0
1349 1349 72.0
1350 1350 197.0
1351 1351 474.0
1352 1352 491.0
1353 1353 504.0
1354 1354 109.0
1355 1355 43.0
1356 1356 958.0
1357 1357 498.0
1358 1358 300.0
1359 1359 105.0
1360 1360 60.0
1361 1361 290.0
1362 1362 153.0
1363 1363 467.0
1364 1364 125.0
1365 1365 575.0
1366 1366 875.0
1367 1367 532.0
1368 1368 224.0
1369 1369 100.0
1370 1370 799.0
1371 1371 274.0
1372 1372 461.0
1373 1373 530.0
1374 1374 604.0
1375 1375 856.0
1376 1376 495.0
1377 1377 114.0
1378 1378 607.0
1379 1379 123.0
1380 1380 186.0
1381 1381 804.0
1382 1382 949.0
1383 1383 29.0
1384 1384 660.0
1385 1385 410.0
1386 1386 72.0
1387 1387 618.0
1388 1388 909.0
1389 1389 724.0
1390 1390 75.0
1391 1391 321.0
1392 1392 14.0
1393 1393 229.0
1394 1394 788.0
1395 1395 140.0
1396 1396 156.0
1397 1397 15.0
1398 1398 24.0
1399 1399 732.0
1400 1400 115.0
1401 1401 823.0
1402 1402 6.0
1403 1403 576.0
1404 1404 705.0
1405 1405 611.0
1406 1406 784.0
1407 1407 200.0
1408 1408 725.0
1409 1409 391.0
1410 1410 676.0
1411 1411 263.0
1412 1412 547.0
1413 1413 625.0
1414 1414 644.0
1415 1415 207.0
1416 1416 388.0
1417 1417 68.0
1418 1418 178.0
1419 1419 649.0
1420 1420 792.0
1421 1421 253.0
1422 1422 970.0
1423 1423 807.0
1424 1424 834.0
1425 1425 758.0
1426 1426 299.0
1427 1427 991.0
1428 1428 125.0
1429 1429 323.0
1430 1430 75.0
1431 1431 241.0
1432 1432 498.0
1433 1433 82.0
1434 1434 169.0
1435 1435 204.0
1436 1436 693.0
1437 1437 954.0
1438 1438 404.0
1439 1439 770.0
1440 1440 697.0
1441 1441 432.0
1442 1442 385.0
1443 1443 245.0
1444 1444 58.0
1445 1445 29.0
1446 1446 804.0
1447 1447 798.0
1448 1448 97.0
1449 1449 982.0
1450 1450 447.0
1451 1451 889.0
1452 1452 588.0
1453 1453 417.0
1454 1454 48.0
1455 1455 422.0
1456 1456 527.0
1457 1457 347.0
1458 1458 765.0
1459 1459 652.0
1460 1460 22.0
1461 1461 841.0
1462 1462 245.0
1463 1463 521.0
1464 1464 275.0
1465 1465 767.0
1466 1466 77.0
1467 1467 320.0
1468 1468 73.0
1469 1469 833.0
1470 1470 90.0
1471 1471 770.0
1472 1472 266.0
1473 1473 475.0
1474 1474 367.0
1475 1475 676.0
1476 1476 856.0
1477 1477 172.0
1478 1478 474.0
1479 1479 305.0
1480 1480 506.0
1481 1481 273.0
1482 1482 546.0
1483 1483 94.0
1484 1484 690.0
1485 1485 595.0
1486 1486 869.0
1487 1487 569.0
1488 1488 294.0
1489 1489 986.0
1490 1490 221.0
1491 1491 669.0
1492 1492 179.0
1493 1493 819.0
1494 1494 542.0
1495 1495 454.0
1496 1496 586.0
1497 1497 619.0
1498 1498 774.0
1499 1499 659.0
1500 1500 452.0
1501 1501 864.0
1502 1502 781.0
1503 1503 70.0
1504 1504 691.0
1505 1505 149.0
1506 1506 746.0
1507 1507 899.0
1508 1508 673.0
1509 1509 572.0
1510 1510 204.0
1511 1511 179.0
1512 1512 845.0
1513 1513 751.0
1514 1514 626.0
1515 1515 887.0
1516 1516 346.0
1517 1517 847.0
1518 1518 456.0
1519 1519 992.0
1520 1520 833.0
1521 1521 30.0
1522 1522 661.0
1523 1523 365.0
1524 1524 849.0
1525 1525 203.0
1526 1526 819.0
1527 1527 787.0
1528 1528 822.0
1529 1529 594.0
1530 1530 798.0
1531 1531 627.0
1532 1532 810.0
1533 1533 579.0
1534 1534 49.0
1535 1535 854.0
1536 1536 728.0
1537 1537 796.0
1538 1538 753.0
1539 1539 401.0
1540 1540 720.0
1541 1541 958.0
1542 1542 933.0
1543 1543 918.0
1544 1544 61.0
1545 1545 559.0
1546 1546 805.0
1547 1547 407.0
1548 1548 758.0
1549 1549 614.0
1550 1550 751.0
1551 1551 591.0
1552 1552 644.0
1553 1553 413.0
1554 1554 956.0
1555 1555 845.0
1556 1556 616.0
1557 1557 128.0
1558 1558 632.0
1559 1559 791.0
1560 1560 74.0
1561 1561 782.0
1562 1562 770.0
1563 1563 884.0
1564 1564 361.0
1565 1565 819.0
1566 1566 90.0
1567 1567 442.0
1568 1568 967.0
1569 1569 844.0
1570 1570 195.0
1571 1571 40.0
1572 1572 154.0
1573 1573 128.0
1574 1574 958.0
1575 1575 215.0
1576 1576 39.0
1577 1577 763.0
1578 1578 974.0
1579 1579 797.0
1580 1580 377.0
1581 1581 725.0
1582 1582 741.0
1583 1583 373.0
1584 1584 490.0
1585 1585 697.0
1586 1586 218.0
1587 1587 459.0
1588 1588 177.0
1589 1589 202.0
1590 1590 602.0
1591 1591 251.0
1592 1592 984.0
1593 1593 372.0
1594 1594 136.0
1595 1595 698.0
1596 1596 543.0
1597 1597 578.0
